05:01,8810160ae3fffff,8810160907fffff,876
05:01,8810160ae3fffff,8810160909fffff,1137
05:01,8810160ae3fffff,8810160ae1fffff,420
05:01,8810160a85fffff,8810160ae1fffff,1064
05:01,8810160a85fffff,8810160919fffff,1282
05:01,881016088dfffff,8810160919fffff,375
05:01,881016088dfffff,881016081dfffff,1884
05:01,8810160889fffff,881016081dfffff,35
05:01,8810160889fffff,8810160805fffff,1919
05:01,8810160889fffff,88101609cdfffff,44
05:01,8810160913fffff,88101609cdfffff,1564
05:01,8810160ac1fffff,88101609cdfffff,311
05:01,8810160ac1fffff,88101609c3fffff,1166
05:01,8810160911fffff,88101609c3fffff,839
05:01,8810160911fffff,8810160943fffff,551
05:01,8810160921fffff,8810160943fffff,1304
05:01,8810160a81fffff,8810160943fffff,237
05:01,8810160a81fffff,88101609e3fffff,1067
05:01,8810160947fffff,88101609e3fffff,1112
05:01,8810160947fffff,88101609d3fffff,105
05:01,88101608c3fffff,88101609d3fffff,1217
05:01,8810160acdfffff,88101609d3fffff,857
05:01,8810160acdfffff,8810160915fffff,360
05:01,881016090bfffff,8810160915fffff,1217
05:01,8810160993fffff,8810160915fffff,689
05:01,8810160993fffff,8810167241fffff,440
05:01,8810160aabfffff,8810167241fffff,1129
05:01,881016093dfffff,8810167241fffff,1098
05:01,881016093dfffff,88101608e9fffff,31
05:01,8810160955fffff,88101608e9fffff,1042
05:01,8810160887fffff,88101608e9fffff,1042
05:01,88101608cbfffff,88101608e9fffff,726
05:01,88101608cbfffff,8810167257fffff,316
05:01,8810160863fffff,8810167257fffff,1042
05:01,8810160ac9fffff,8810167257fffff,1042
05:01,88101608d5fffff,8810167257fffff,441
05:01,88101608d5fffff,8810160837fffff,515
05:01,8810167351fffff,8810160837fffff,956
05:01,881016088bfffff,8810160837fffff,956
05:01,881016091bfffff,8810160837fffff,414
05:01,881016091bfffff,88101609c1fffff,542
05:01,881016726bfffff,88101609c1fffff,956
05:01,881016092bfffff,88101609c1fffff,869
05:01,88101609dbfffff,88101609c1fffff,474
05:01,88101609dbfffff,8810160917fffff,395
05:01,8810160951fffff,8810160917fffff,869
05:01,8810160953fffff,8810160917fffff,869
05:01,8810160881fffff,8810160917fffff,795
05:01,8810160881fffff,8810160a83fffff,74
05:01,8810160809fffff,8810160a83fffff,782
05:01,8810160961fffff,8810160a83fffff,782
05:01,8810160827fffff,8810160a83fffff,782
05:01,881016091dfffff,8810160a83fffff,508
05:01,881016091dfffff,88101608cdfffff,274
05:01,8810167255fffff,88101608cdfffff,782
05:01,881016724bfffff,88101608cdfffff,782
05:01,88101608e7fffff,88101608cdfffff,695
05:01,881016090dfffff,88101608cdfffff,395
05:01,881016090dfffff,88101609e1fffff,300
05:01,881016720bfffff,88101609e1fffff,695
05:01,8810160967fffff,88101609e1fffff,695
05:01,8810160929fffff,88101609e1fffff,695
05:01,88101608e3fffff,88101609e1fffff,543
05:01,88101608e3fffff,88101609d9fffff,152
05:01,881016722bfffff,88101609d9fffff,695
05:01,88101608ddfffff,88101609d9fffff,695
05:01,8810160905fffff,88101609d9fffff,609
05:01,8810160a8dfffff,88101609d9fffff,609
05:01,8810160969fffff,88101609d9fffff,168
05:01,8810160969fffff,8810160981fffff,441
05:01,8810160ac7fffff,8810160981fffff,609
05:01,8810164699fffff,8810160981fffff,609
05:01,8810167229fffff,8810160981fffff,609
05:01,881016013dfffff,8810160981fffff,521
05:01,881016092dfffff,8810160981fffff,139
05:01,881016092dfffff,8810160933fffff,382
05:01,88101609b1fffff,8810160933fffff,521
05:01,8810160817fffff,8810160933fffff,521
05:01,8810160885fffff,8810160933fffff,521
05:01,8810160923fffff,8810160933fffff,521
05:01,8810167211fffff,8810160933fffff,434
05:01,8810160a89fffff,8810160933fffff,28
05:01,8810160a89fffff,8810160957fffff,406
05:01,88101608c7fffff,8810160957fffff,434
05:01,88101646d7fffff,8810160957fffff,434
05:01,8810160903fffff,8810160957fffff,434
05:01,8810167049fffff,8810160957fffff,434
05:01,88101608c1fffff,8810160957fffff,434
05:01,881016098bfffff,8810160957fffff,434
05:01,8810160811fffff,8810160957fffff,434
05:01,8810160aebfffff,8810160957fffff,434
05:01,8810160989fffff,8810160957fffff,434
05:01,8810160825fffff,8810160957fffff,271
05:01,8810160825fffff,881016096bfffff,163
05:01,8810167223fffff,881016096bfffff,434
05:01,8810167251fffff,881016096bfffff,434
05:01,8810160aa1fffff,881016096bfffff,347
05:01,8810160127fffff,881016096bfffff,347
05:01,8810160ae7fffff,881016096bfffff,347
05:01,88101609d7fffff,881016096bfffff,347
05:01,8810160a17fffff,881016096bfffff,347
05:01,8810167231fffff,881016096bfffff,347
05:01,8810160807fffff,881016096bfffff,347
05:01,8810160aa5fffff,881016096bfffff,347
05:01,8810160a11fffff,881016096bfffff,261
05:01,88101609ebfffff,881016096bfffff,261
05:01,881016720dfffff,881016096bfffff,261
05:01,88101608adfffff,881016096bfffff,261
05:01,8810160123fffff,881016096bfffff,261
05:01,8810160a87fffff,881016096bfffff,261
05:01,88101609a5fffff,881016096bfffff,261
05:01,8810160acbfffff,881016096bfffff,165
05:01,8810160acbfffff,8810160aa9fffff,96
05:01,881016085bfffff,8810160aa9fffff,261
05:01,8810160849fffff,8810160aa9fffff,261
05:01,8810160963fffff,8810160aa9fffff,261
05:01,88101609d1fffff,8810160aa9fffff,261
05:01,88101609d5fffff,8810160aa9fffff,261
05:01,8810160815fffff,8810160aa9fffff,261
05:01,8810167201fffff,8810160aa9fffff,261
05:01,88101609c7fffff,8810160aa9fffff,261
05:01,88101608a9fffff,8810160aa9fffff,261
05:01,8810167239fffff,8810160aa9fffff,261
05:01,8810167243fffff,8810160aa9fffff,261
05:01,88101609ddfffff,8810160aa9fffff,261
05:01,881016704bfffff,8810160aa9fffff,261
05:01,881016725dfffff,8810160aa9fffff,261
05:01,8810160ae5fffff,8810160aa9fffff,174
05:01,8810167221fffff,8810160aa9fffff,174
05:01,88101608b5fffff,8810160aa9fffff,174
05:01,88101609b5fffff,8810160aa9fffff,174
05:01,8810160819fffff,8810160aa9fffff,174
05:01,88101608b7fffff,8810160aa9fffff,174
05:01,881016080bfffff,8810160aa9fffff,174
05:01,8810167217fffff,8810160aa9fffff,174
05:01,88101609c5fffff,8810160aa9fffff,174
05:01,8810160901fffff,8810160aa9fffff,174
05:01,88101608e1fffff,8810160aa9fffff,174
05:01,8810167209fffff,8810160aa9fffff,174
05:01,8810167207fffff,8810160aa9fffff,174
05:01,881016469dfffff,8810160aa9fffff,48
05:01,881016469dfffff,8810160883fffff,126
05:01,8810167235fffff,8810160883fffff,174
05:01,881016098dfffff,8810160883fffff,174
05:01,881016723bfffff,8810160883fffff,174
05:01,8810160aedfffff,8810160883fffff,174
05:01,8810167245fffff,8810160883fffff,174
05:01,8810167249fffff,8810160883fffff,174
05:01,8810160839fffff,8810160883fffff,174
05:01,8810160855fffff,8810160883fffff,174
05:01,8810167259fffff,8810160883fffff,174
05:01,8810160857fffff,8810160883fffff,174
05:01,8810167219fffff,8810160883fffff,87
05:01,88101608a5fffff,8810160883fffff,87
05:01,881016099dfffff,8810160883fffff,87
05:01,88101654b7fffff,8810160883fffff,87
05:01,8810167225fffff,8810160883fffff,87
05:01,8810160983fffff,8810160883fffff,87
05:01,88101608b1fffff,8810160883fffff,87
05:01,8810160aa7fffff,8810160883fffff,87
05:01,8810160ac5fffff,8810160883fffff,87
05:01,881016081bfffff,8810160883fffff,87
05:01,8810167233fffff,8810160883fffff,87
05:01,8810160b67fffff,8810160883fffff,87
05:01,881016084bfffff,8810160883fffff,87
05:01,881016012bfffff,8810160883fffff,87
05:01,88101609bbfffff,8810160883fffff,87
05:01,88101646d3fffff,8810160883fffff,87
05:01,8810160813fffff,8810160883fffff,87
05:01,881016724dfffff,8810160883fffff,87
05:01,8810167203fffff,8810160883fffff,87
05:01,88101608ebfffff,8810160883fffff,87
05:01,88101654b1fffff,8810160883fffff,87
05:01,881016080dfffff,8810160883fffff,87
05:01,8810167269fffff,8810160883fffff,87
05:01,881016469bfffff,8810160883fffff,87
05:01,88101608b3fffff,8810160883fffff,87
05:02,8810160907fffff,8810160957fffff,58
05:02,8810160909fffff,8810160957fffff,55
05:02,8810160ae1fffff,8810160957fffff,50
05:02,8810160919fffff,8810160957fffff,48
05:02,8810160805fffff,8810160957fffff,45
05:02,88101609cdfffff,8810160957fffff,45
05:02,881016081dfffff,8810160957fffff,45
05:02,88101609c3fffff,8810160957fffff,43
05:02,8810160943fffff,8810160957fffff,42
05:02,88101609d3fffff,8810160957fffff,41
05:02,88101609e3fffff,8810160957fffff,23
